제목,지역,소분류,성별,내용
2019년 광산구청소년어울림마당 대학생서포터즈 모집,광주,광산구,공통,"★2019년 광산구청소년어울림마당 대학생서포터즈 모집★청소년활동에 관심있는 대학생을 대상으로 청소년축제 기획 및 운영을 통해 청소년과 함께 즐겁게 활동할 대학생을 모집합니다.재미있고 색다른 활동을 하고 싶은 대학생들아, 모여라! 적극적이고 즐길 줄 안다면 다 OK!- 활동기간: 2019년 3월~12월(월 1회 이상)- 대상: 청소년활동에 관심있는 대학생 10명 이내- 모집기간: ~ 2019.03.30(토)- 활동내용: 청소년축제 기획 및 운영, 안전관리, 서포터즈 활동 중 기획한 내용,  청소년YMCA활동- 활동혜택: 전 과정 참여시 봉사시간 100시간 인정, 청소년 활동 경험- 신청방법: 광산구청소년수련관 홈페이지에서 신청서 작성 후 gsanymca@daum.net 메일 전송- 문의: 062-971-5533*이미지출처:www.freepik.com※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
★'하.다'(하얀도화지를 물들이다) 문화예술 동아리 활동★,서울,서대문구,공통,"★하.다(하얀도화지를 물들이다)문화예술 동아리 활동 멘티 자원봉사자 모집★- 대상: 비장애 아동 및 청소년(중학생~고등학생)- 활동내용: 장애아동, 청소년 친구들과 함께 햄버거 만들기, 문화체험활동, 작은전시회 등의 다양한 활동을 함께합니다- 활동 기간: 3월~10월- 일시: 매주 넷째주 토요일(10:00~12:00)- 장소: 홍은종합사회복지관 4층 프로그램실(서울시 서대문구)- 모집기간: 2019. 3. 7 ~ 모집시까지- 문의: 02-395-3959(장지현 사회복지사)★자원봉사 시간 인정 및 자세한 사항은 담당자에게 연락 부탁드립니다.★★봉사활동 지원 신청 후 꼭 연락 부탁드립니다★※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
"[굿네이버스 서울] 제 11회 희망편지쓰기대회 봉사자 모집(친구와 함께,하루만도 가능)",서울,구로구,공통," *** 주말 및 공휴일/ 금요일은 봉사활동이 불가능합니다 **** 굿네이버스는?굿네이버스는 1991년 3월 한국인에 의해 설립된 국제구호개발 NGO로, 국내외 소외받고 고통받는 이웃을 위한 사회복지서비스와 구호 및 개발사업을 수행하고 있으며,1996년 국내 최초로 UNECOSOC(유엔경제사회이사회)로부터 NGO최상위 지위인 포괄적 협의지위를 부여받은 국제 전문사회복지 기관입니다.1. 활동기간 : 2019년 3월 7일(목) ~ 6월 27일(목) 중 가능 날짜 (금요일 제외)    - 요일: 월~목 중 선택 가능    - 시간: 9:00~18:00 (해당 시간 중 활동 가능 시간 협의)      * 12~13시 점심시간은 봉사활동시간에서 제외!2. 활동장소 : 서울 구로구 가마산로 236 도진빌딩 3층 3. 활동내용 : 제 11회 굿네이버스 희망편지쓰기대회 물품세팅 및 행정업무 4. 모집인원 : 00명 5. 모집대상 : 봉사활동에 관심있는 대학생, 굿네이버스 사업에 관심을 갖고 적극 참여할 의지가 있는 사람 6. 신청방법 : 문자 발송 (성함 / 성별 / 나이 / 활동가능일 기재 ) * VMS 자원봉사 신청수락 후 개별적으로 신청서를 메일 발송할 예정 7. 문 의 : 굿네이버스 서울나눔인성교육센터 나혜주 간사 (02-812-2040) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[천안] 수동휠체어 이동 자원봉사자 모집,충남,천안시,공통,"장애인당사자 자택(백석동)에서 백석동 체육관까지 휠체어 이동 자원봉사자를 모집합니다.시간 : 매주 화요일 저녁 5시30분 ~ 8시까지문의 : 041-579-2752 김민경간사꾸준히, 성실하게 하실 분 연락주시기 바랍니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[원주시공동육아나눔터] 이용자안내 및 아동긴급일시돌봄 등 자원봉사자 모집,강원,원주시,공통,"*봉사활동 내용 - 공동육아나눔터 이용자 이용대장 작성 안내 - 아동 긴급ㆍ일시돌봄 필요시 공간 내 아이돌봄 활동 수행 - 공간 내 장난감 정리 및 소독, 청소 등 환경미화 활동*활동기간 - 3월~12월 중(장기봉사활동 가능자 우대)*시간 - 월~금 10시~17시(요일 및 시간 부분 참여 가능. 개별연락바람)*모집인원 - 2명(요일에 따른 부분참여로 인해 4명 모집)*혜택 - 자원봉사자 전체 교육 참여(기본소양교육 외 센터 이해, 힐링프로그램 예정) ※공동육아나눔터 사업 관련 담당자 교육 진행 예정(추후 연락) - VMS자원봉사 시간 인증(개별 가입 필수)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
"2019년 제 11회 지구촌나눔가족, 희망편지쓰기대회 1차 심사 자원봉사자 모집",경기,수원시,공통,"주제2019년 제 11회 지구촌나눔가족, 희망편지쓰기대회 1차 심사 자원봉사자 모집지원자격대학생 및 희망편지쓰기대회 봉사에 관심이 있으신 모든 분들모집기간2019. 3. 6. ~ (상시모집)활동기간2019. 3. 8. ~ 2019. 6. 30. 13:00~18:00(월,화,수,목,금 중 가능한 일자와 시간 조율 가능하며 주 3일연속으로 가능하신 봉사자분들만 적극 신청해주세요.)봉사내용희망편지쓰기대회 편지 지역심사대회개요2019년 제 11회 지구촌나눔가족, 희망편지쓰기대회: 2019. 3. ~ 2019. 5. (약 3개월간): 전국 초등학교: 굿네이버스: 지구촌나눔가족, 희망편지쓰기 대회는 세계시민 양성을 위해 2009년부터 전국 정부부처 및 교육기관(교육청, 교육지원청, 일선학교)과 협력하여 매년 진행하고 있는 교육프로그램으로 미래의 주역인 학생들이 전쟁과 가난, 길병으로 고통받는 지구촌 이웃들의 현실을 이해하고 인종, 종교 사상과 지역을 초월하여 지구촌 문제와 이슈들에 대해 인식하는 세계시민을 양성하는 교육프로그램입니다.봉사활동신청방법담당자: 굿네이버스 경기남부지부 주형익간사TEL. 031 245 2448 FAX. 031 245 2449 E-mail. hijoo@gni.kr전화로 신청 바랍니다.봉사활동 장소굿네이버스 경기남부지부경기도 수원시 장안구 팔달로 225번길 20(정확한 기관 주소는 기관홈페이지/http://suwon.goodneighbors.kr 참조※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
저소득 홀몸어르신들을 위한 밑반찬서비스 조리 및 배달 봉사자 모집,경기,시흥시,공통,"저소득 홀몸 어르신을 위한 밑반찬 서비스  봉사자<조리 및 배달, 설거지>를 모집합니다!1. 모집대상 : 성인, 청소년 2. 활동일정 : 매주 월, 수, 금                *봉사활동 가능한 날짜를 지정해서 봉사하실 수 있습니다!*3.활동내용 :  밑반찬 조리팀 (9:30~12:00)  *청소년 봉사활동가능*                  밑반찬 배달팀 (11:30~13:00)  *운전, 도보가능*                  밑반찬 설거지팀 (13:00~15:00)  *청소년 봉사활동가능*4. 모집기간 : 상시5. 문의 : 김은영 사회복지사(TEL.031-403-0110)많은 관심과 참여 부탁드립니다!※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[송파구건강가정지원센터] 자원봉사자 모집,서울,송파구,공통,"송파구건강가정지원센터 프로그램 활동보조 자원봉사자를 아래와 같이 모집합니다.-활동일시: 2019. 4. 22(월), 25(목), 29(월) 09:30~12:00-활동장소: 송파구공동육아나눔터(송파구 풍납동 소재)-활동인원: 총5명-활동내용:  프로그램 진행 시 영유아 아이돌보기-문의: 송파구건강가정지원센터 (02-443-3844)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
★자원봉사 기자단 모집★,인천,부평구,공통,"안녕하세요, 인천광역시사회복지협의회 VMS 인천관리본부입니다. 본 협의회에서는 2015년부터 각 현장에서 활동 중인 우수 자원봉사자를 추천받아 취재를 하여 언론보도하고 있습니다.일반시민 및 자원봉사자들이 본 기사를 보고 자원봉사에 대한 관심을 유도하고, 현장에서 묵묵히 활동하시는 우수자원봉사자를 많은 시민과 자원봉사자들에게 안내하기 위해 진행되는 사업으로 '자원봉사 기자단'을 모집합니다.- 활동일정 : 월 1회(취재일정에 따라 주 차, 요일이 변경될 수 있음)- 활동내용 : 우수자원봉사자 취재 및 기사글 작성- 모집대상 : 2019년 한 해 동안 월 1회 정기적으로 활동 가능한 봉사자- 선정발표 : 상시모집- 신청방법 : 이메일(iccswvms@hanmail.net) 제출 및 온라인 제출(구글 설문조사 폼 https://goo.gl/forms/6oWUa6OYxfv0oELs2)- 문      의 : 인천광역시사회복지협의회 이소영 사회복지사(☎070-4550-5611)- 연락시간 : 09:00 ~ 18:00※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
서구공공도서관 도서정리 ,광주,서구,공통,"서구공공도서관 자원봉사자를 모집합니다.1. 시간: 매주 토요일(정기적인 봉사로 3회이상자만 신청가능)  - 토요일 9시~13시/ 12시~17시2. 대상: 고등학생이상 ~성인만 가능3. 업무: 도서대출, 반납, 배가, 청소, 사무보조 등 간단한 사서 보조일요일은 자원봉사 신청을 받지 않습니다.봉사활동 전 전화문의 바랍니다. (T : 062-654-4306)전화통화가 완료되지 않으면, 봉사활동 신청이 이루어진 것이 아닙니다. 꼭 전화통화 해주세요.            ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
굿네이버스 강원서부지부 아동성폭력예방인형극 강사 모집,강원,횡성군,공통,"[굿네이버스 강원서부지부 아동성폭력예방인형극 강사 모집]1.  모집분야: 아동성폭력예방인형극 교육 강사2.  아동성폭력예방인형극 교육 개요 1) 대상: 초등학교 1~2학년 2) 방법 및 시간 : 초등교육기관 방문하여 교육 진행 / 1회 40분 교육 3) 내용 - 상호 존중 의식 함양 및 존중 방법의 이해 - 일상의 불편한 접촉(요구)에 대한 거절 및 수용의 태도 학습 - 유인 및 성폭력 위험상황 대처3. 모집기간: 2019.02.28.(목)~2019.03.08일(금) 17시 까지(시간엄수)4. 모집인원: 00명5. 모집요건 -굿네이버스의 가치를 충분히 이해하고 가치 실현을 위해 함께 노력하고자 하는 자 -사회개발교육에 대하여 열의와 관심이 있는자 -강사활동이 1년 이상 가능한 자 -유동적으로 시간사용이 가능한 자 -지부 연구모임 및 강사모임에 지속적으로 참여가 가능한 자 -관련 학과 재학 및 졸업 이상 학력자(사회복지, 아동복지, 유아교육, 심리학과, 교육학과 등)6. 강사양성과정 진행 일정(예정)  1) 2019.03.18.(월) : 이론교육1(굿네이버스에 대한 이해, 사회개발교육 및 성폭력에 대한 이해) / 2시간  2) 2019.03.25.(월) : 이론교육2(아동성폭력예방인형극에 대한 소개 및 내용 숙지) / 3시간  3) 2019.04.01.(월) : 시연실습1(아동성폭력예방인형극 시연) / 3시간  4) 2019.04.08.(월) : 시연실습2(아동성폭력예방인형극 시연) / 2시간  * 위 내용은 모두 예정된 일정이며, 추후 변동 가능함.7. 활동사항: 교육 수료 시 아동성폭력예방인형극교육 전문 교육 강사로 활동 (※ 1회 10,000원 활동비 지급 예정으로 인하여 ‘사회복지자원봉사인증관리’ 자원봉사 시간 인증 불가함.)8. 신청방법: 팩스 및 메일 접수  -Fax: 033)766-1397 / E-mail: wonju@gni.kr   -홈페이지 : http://wonju.goodneighbors.kr/ (기관홈페이지 공지글 첨부문서에서 신청서 다운 가능)9. 문의사항: 굿네이버스 강원서부지부 함지혜 간사(Tel: 033-766-1391)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
유치원 및 어린이집 인형극 (나눔인형극) 보조,인천,부평구,공통,"★ (사)한국백혈병소아암협회 경인지회에서는 자원봉사자님을 모집하고 있습니다.★ 일정 및 내용을 꼼꼼하게 살펴주시고, 봉사신청을 해주시면 감사하겠습니다.1. 활동명 : 유치원·어린이집 인형극 진행 보조2. 활동내용 : 인형극진행 보조 봉사 (무대막설치 및 인형극 보조)3. 활동일시 : 2019년 3월~6월 (수,금) 9시~12시▶ 주 1회가능, 스케줄 조정가능4. 모집인원 : 4명5. 봉사활동 장소 : (사)한국백혈병소아암협회 경인지회 (인천광역시 부평구 수변로 10번길 22, 윤성빌딩 2층)->부개역에서 도보로 5분거리6. 신청방법 : 문자전용번호 010-3501-7194 로 예시와 같이 문자보내주시면 답장드리겠습니다.-> 문자예시) 이름/생년월일/성별  인형극 진행 보조 봉사 신청합니다.7. 문의 : 김연주간사 (☎ 대표 1566-2930, ☎ 직통 032-521-7004)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
고려대구로병원 성인+대학생 봉사자 모집(1999년생부터 1949년생까지),서울,구로구,공통,"모집기간: 정원 도달 시까지활동기간: 봉사활동 개시일로부터 주 1회 이상, 누적시간 최소 30시간 이상오리엔테이션: 봉사활동 개시일에 개별적으로 시행 모집조건만 20세 이상 만 70세 이하(1999년생부터 1949년생까지)주 1일/1회/3시간 봉사가능하신 분(오전 9시~12시, 오후 13시~16시 중 택일, 주말 제외)본원의 제규정을 준수할 수 있는 분으로 신체적/정신적으로 건강하신 분 모집분야: 외래 안내 및 기타 업무지원 서비스기타: 활동확인서 발행 가능, 점심식사 제공, 주차 불가능접수방법: ★먼저 전화 문의(2626-1328)★를 하여 가능시간 확인 후 방문접수(신관 지하2층 의료사회사업팀)문의: 고려대구로병원 의료사회사업팀(02-2626-1328)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
다문화가족자녀 돌봄 봉사,강원,원주시,공통,본 센터는 다양한 가정의 건강성 향상을 통하여 원주시민의 행복을 지원하고 모든 가족이 한 곳에서 가족에 대한 보편적이고 포괄적 서비스를 받을 수 있는 가족사업전문기관입니다.아래 내용 확인하시어 활동을 희망하시는 분께서는 신청바랍니다.1) 모집 기간 : 연중2) 모집 방법 : 선착순3) 활동 일시 :   - 2019년 3월 4일 ~ 7월     월 13:10~15:10(1명)     수 13:10~15:10(1명)   - 2019년 8월~ 12월          ※ 프로그램 사정에 따라 변경될 수 있음.4) 장소 : 본 센터 내 공동육아나눔터 (강원도 원주시 판부면 매봉길 16-18)5) 내용- 이주민 대상 프로그램 동행 자녀 돌봄 활동- 활동 취소 시 그 외 단순 업무 대체6) 안내 사항- 상황에 따라 일정이 변경될 수 있음.- 사전 요청시 시험 기간 등 일정 조율 가능.- 활동시간 VMS 시간 인증으로 VMS ID 필요7) 비고 : http://www.liveinkorea.kr/center/main/main.do?centerId=wonjusi (센터 홈페이지)※ 문의 가족교육문화팀 사회복지사 이은지033)765-8134~5※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
장애인거주시설 은광원 자원봉사자 모집,인천,부평구,공통,"인천시 부평구 부개역 근처에 위치한 장애인거주시설 은광원입니다.장애인분들의 삶의 질 향상을 위하여아래와 같은 분야의 성인 봉사자분들을 모집하오니많은 참여 부탁드립니다. (학생봉사자는 받지 않고 있습니다. 참고해주시기 바랍니다. )1. 1:1 장애인 결연봉사  - 장애인분과 1:1매칭을 통하여 학습지도, 말벗 산책지원과 같은 봉사활동2. 봉사자 가족 장애아동 놀이지원 봉사  - 주말을 이용하여 장애아동과 함께 편한 놀이 및 산책지원 도움을 주실 가족단위 봉사3. 재능기부 봉사  - 피아노반주(복음성가)를 가르쳐주실 분을 찾습니다.봉사신청을 하신 후 은광원 032-505-8105로 연락주시면 상담을 통하여 봉사활동이이루어 질 수 있도록 하겠습니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
경로식당 조리보조 및 배식봉사,충북,청주시,공통,1. 봉사일자 : 2019-02-26~2019-05-252. 봉사장소 : 현양노인복지센터 경로식당3. 봉사내용 : 경로식당 조리보조 및 배식봉사※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[월드비전 성남복지관] 한화해피프렌즈 청소년봉사단 14기 셀장모집,경기,성남시,공통,"http://www.wvsungnam.or.kr/xe/menu41/36877자세한 내용은 위 링크로 오셔서 신청해주시기 바랍니다.신청서 양식도 함께 첨부되어있습니다. Hanwha Happy Friends란?- 미래의 주역인 청소년들이 주도적으로 사회적 문제를 발견하고 해결해보는 활동을 통해창의적 문제 해결자로 성장할 수 있도록 한화생명과 월드비전이 함께하는 활동입니다.(활동구성: 한화해피프렌즈 cell은 1명의 대학생 리더와 5-10명의 청소년으로 구성되며전국 9개 지역에서 진행됩니다.    참고: www.happyfriends.or.kr)- 청소년들의 좋은 멘토가 되어줄 수 있는 대학생- 1년간 꾸준히 활동할 수 있으며, 해당 지역에서 활동 가능한 대학생(월별 1~2회 활동)활동혜택 : 우수 Cell은 소정의 선물과 함께 한화생명 대표이사 상장 / 월드비전 회장 상장 수여 * 신청 접수 / 문의처 성남성남복지관김동엽 간사031-698-4204 dyk3003@worldvision.or.kr ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
굿네이버스 경기남부권 나눔인성교육센터 ★대학생자원봉사동아리 G&I 5기★ 모집합니다!,경기,용인시,공통,"굿네이버스 경기남부권 나눔인성교육센터★대학생자원봉사동아리 G&I 5기★모집합니다!   1. 모집 대상   - 4년제 대학에 재, 휴학중인 학생   - 전공 무관   - 매월 첫째, 셋째 주 금요일 정기회의 및 캠페인 활동에 적극적인 참여 가능하신 학생 2. G&I 활동 소개    - 매월 첫째, 셋째 주 금요일 오후 정기회의(시험기간 일정 변경 가능)    - 캠페인 기획 및 진행    - 공모전 참가 및 기획    - 전국의 굿네이버스 동아리 멤버들과의 만남!!!    - NGO  활동 등 3. 활동 혜택    - 현장 실무사 교육 제공(NGO, 사회복지 관련 등)    - 캠페인 직접 기획 및 활동 가능    - 동아리 활동증명서 지급(굿네이버스 경기1본부 소속)    - 자원봉사 시간 지원(VMS) 4. 선발 일정    - 서류 제출 : 2월 13일 ~ 3월 8일    - 서류합격발표 : 3월 11일    - 면접기간 : 3월 12일 / 3월 15일 (추후 일정 조율 가능)    - 최종합격 : 3월 18일    - 발대식(필참!) : 3월 22일 예정* 해당 지원서- 제출 :  leesoyuen@naver.com- 지원서 제출 시, 파일명 '대학교, 학년, 이름' 이렇게 적어서 제출해주세요!!- 문의  → 이소윤 : 010-8008-6859  → 고현수 : 010-3471-2547  → 굿네이버스 경기남부권 나눔인성교육센터 : 031-283-1391※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
마음 따뜻한 자원봉사자 선생님 모집합니다.,인천,부평구,공통,"인천. 경기도 지역에 있는 유치원, 어린이집을 대상으로 생명존중, 나눔과 관련된 인형극을 함께 진행할 자원봉사자 선생님을 모집합니다.자원봉사는 매주 수요일, 금요일에 진행되며  시간은 오전 9시부터 12시까지입니다.상시 진행되니 가능한 시간은 담당자와 협의 후 진행가능합니다.자원봉사 관련된 문의 사항은 032-521-7004 (나눔인형극 담당자 직통)/ 1566-2930 (전국공용) 한국백혈병소아암협회 경인지회로 부탁드립니다.* 대학생 자원봉사자 환영 (사회복지전공 환영합니다.)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
◆제8기 유앤아이대학생봉사단 모집◆,부산,북구,공통,"장선종합사회복지관에서는 2011년을 시작으로 매년 지속적으로 기수별 ""유앤아이대학생봉사단""을 선발하고 있습니다.유앤아이대학생봉사단이란?장선종합사회복지관의 사업 및 프로그램을 홍보하는 봉사단으로 부산 지역 내 대학교 재학생 및 휴학생들이 함께하는 봉사단입니다.봉사활동 시간은 물론이고, 다양한 학교의 다양한 봉사자들과의 친목도모도 할 수 있습니다.사회복지사와 함께 동행한 상태에서 홍보활동이 진행하기에 큰 부담없이! 참여할 수 있는 봉사활동입니다.자세한 내용 및 신청방법은 장선종합사회복지관 아래의 내용을 확인해주세요~/^^/.모집기간 : ~ 2019년 4월 15일 (월)모집대상 : 부산지역 내 대학생 누구나! (과상관없음, 휴학생 가능)모집인원 : 10명(선착순)활동기간 : 2019.04.~2019.11. (월 2회)활동내용 : 캠페인 기획 및 진행, 다양한 봉사분야의 체험/교육/활동 참여 (월 1회 모임, 월 1회 봉사활동 또는 캠페인활동)활동혜택 : 봉사시간(VMS)인정, 수료증 발급, 부산지역 대학생들과의 친목도모 문의 및 신청 : 장선종합사회복지관 박미연 사회복지사에게 연락 (070-4825-8406)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
(소아암협회)자원봉사자선생님 모집합니다.,인천,부평구,공통,"소아암인식개선 나눔교육 인형극에 함께 하실 자원봉사자 선생님의 도움이 필요합니다.주 2회 (수요일, 금요일)시간은 오전 10시부터 12시까지입니다. 수요일 또는 금요일 각 2명의 자원봉사자 선생님이 필요합니다.대학생분들은 공강일때 가능하며, 시간이 오전에 짧게 끝나서 오전에 공강이신 대학생 자원봉사자 선생님들 활동 하시기 너무 좋습니다.사전 연습 1회 진행되며, 한번 연습하시면 어렵지 않아서 바로 적응하고 하시더라구요 ^^ 많은 연락 부탁드립니다.자원봉사자 선생님들과 직원들과 함께 하는 친목교류 시간도 있으니 부담갖지 마시고 소아암에 대한 긍정적인 의식이 심어질 수 있도록 많은 참여 부탁드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
★자원봉사 기자단 모집★ ,인천,남동구,공통,"안녕하세요, 인천광역시사회복지협의회 VMS 인천관리본부 입니다. 본 협의회에서는 2015년부터 각 현장에서 활동 중인 우수 자원봉사자를 추천받아 취재를 하여 언론보도하고 있습니다.일반시민 및 자원봉사자들이 본 기사를 보고 자원봉사에 대한 관심을 유도하고, 현장에서 묵묵히 활동하시는 우수자원봉사자를 많은 시민과 자원봉사자들에게 안내하기 위해 진행되는 사업으로 '자원봉사 기자단'을 모집합니다.- 활동일정 : 월 1회(취재일정에 따라 주 차, 요일이 변경될 수 있음)- 활동내용 : 우수자원봉사자 취재 및 기사글 작성- 모집대상 : 2019년 한 해 동안 월 1회 정기적으로 활동 가능한 봉사자- 선정발표 : 상시모집- 신청방법 : 이메일(iccswvms@hanmail.net) 제출 및 온라인 제출(구글 설문조사 폼 https://goo.gl/forms/6oWUa6OYxfv0oELs2)- 문      의 : 인천광역시사회복지협의회 이소영 사회복지사(☎070-4550-5611)- 연락시간 : 09:00 ~ 18:00※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[기아대책] 행복한나눔 염창점 자원봉사 모집,서울,강서구,공통,"기아대책 (재)행복한나눔 염창점 자원봉사를 모집합니다.기아대책 행복한나눔은 개인과 기업의 기증품을 판매하여 그 수익금으로 국내외 소외된 이웃을 돕는 사회적기업입니다.1. 모집분야: 나눔가게 염창점 매장 자원봉사2. 봉사내용: 매장 물품 판매 및 정리정돈 등3. 모집인원: 5명4. 봉사시간: 매장 오픈 시간 내에서 매니저와 상의 후 시간 선택 가능                 *[오픈시간] 월 ~ 금 10:00 - 18:00                 *토요일 봉사는 1개월 이상 지속할 수 있는 분으로 모집 중 5. 지원기간: 상시 모집하고 있으며 최소 희망 날짜 2-3일 전에는 신청 바람                *신청시, 개별연락드립니다.6. 위치: 서울시 강서구 공항대로59다길 109 (기아대책 행복한나눔 염창점)7. 지원방법: 이메일 접수(nomadjo@kfhi.or.kr) 혹은 VMS 신청               *별도의 지원양식은 없으며 [염창점 자원봉사] 제목으로 성함과 연락처 남겨주세요8. 문의전화:  매장 -  02) 2085-8306   *안내 가능한 시간 월-금 10:00-18:00 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
의정부YMCA 청소년유해환경감시단모집,경기,의정부시,공통,"         < 2019년 의정부YMCA 청소년유해환경감시단원 모집 >？ 목     적의정부지역 청소년을 대상으로 건전한 인격형성을 도모할 수 있도록 도움을 주며 자원봉사를 통해 자신의능력 활용 및 새로운 기술을 습득 시키며 발전시킬 수 있도록 하며 청소년들이 다양하고 건전한 취미생활과여가활동을 영위할 수 있는 여건을 만들며, 다양한 YMCA의 청소년 운동에 참여할 수 있는 기회를 제공한다.？ 개     요- 모집기간 : 2019년 02월 15일 금요일 ~ 2019년 06월  28일 금요일 까지- 모집내용 : 청소년 유해환경 감시단？ 추진계획- 기      간 : 2019년 02월 28일 ~ 06월 30일 / 매월 1회 ~ 2회 자체감시활동 또는 합동감시활동- 시      간 : 저녁시간대 1시간 ~ 1시간 30분- 장      소 : 의정부지역 행복로 일대 및 신시가지 일대- 대      상 : 의정부 지역 청소년들 및 주변 식당- 봉사시간 : 2시간 제공 됩니다.？ 감시단 운영 계획- 의정부내 청소년이용 공공시설 및 청소년 출입시설을 다니며 유해환경 캠페인을 벌인다. (스티커 부착, 팜플렛 배부 및 피켓, 어깨띠로 홍보)- 캠페인 활동 후 기록을 하며 청소년 유해환경 문제에 대해 인식 시키고 생각하게 한다. (유해환경 캠페인 물품을 직접 제작 또는 캠페인 활동지에 기록을 한다.)- 청소년유해환경감시 캠프？ 신청 및 문의의정부YMCA 청소년 사업담당 : 김정현 실무자문자신청 : 010-8566-1807 / E-mail 신청 : rla10069@naver.com※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
굿네이버스 서울중부지부 자원봉사자 모집,서울,은평구,공통,* 지원방법: 굿네이버스 서울은평아동보호전문기관(http://eunpyeong.goodneighbors.kr/)홈페이지 내 '공지사항-자원봉사자 모집 게시글'에서 신청서 작성 후 이메일 발송.                   ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[굿네이버스 대구동부지부] 아동 반찬 수령 자원봉사자 모집,대구,동구,공통,"？ '굿네이버스' 란?굿네이버스는 1991년 한국에서 설립된 국제구호개발 NGO 입니다!! ？ 어떤 활동을 하나요?결식아동지원을 위한 반찬 수령을 담당하게 됩니다!!(반찬가게에서 굿네이버스 대구동부지부로 전달) ？ 활동 시간 및 모집인원- 화요일 오전 9시 30분 ~ 12시- 목요일 오전 9시 30분 ~ 12시？ 지원 방법- 굿네이버스 대구동부지부 담당자에게 문자- 성함/ 활동명 / 활동가능 시간 /EX)  나진규 /결식아동지원 자원봉사 신청합니다 / 수요일, 금요일？ 문의사항나진규 팀장 (010-9981-7448)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[굿네이버스 서울] 제 11회 희망편지쓰기대회 봉사자 모집,서울,구로구,공통," *** 주말 및 공휴일은 봉사활동이 불가능합니다 **** 굿네이버스는?굿네이버스는 1991년 3월 한국인에 의해 설립된 국제구호개발 NGO로, 국내외 소외받고 고통받는 이웃을 위한 사회복지서비스와 구호 및 개발사업을 수행하고 있으며,1996년 국내 최초로 UNECOSOC(유엔경제사회이사회)로부터 NGO최상위 지위인 포괄적 협의지위를 부여받은 국제 전문사회복지 기관입니다.1. 활동기간 : 2019년 2월 11일(월) ~ 6월 28일(금) 중 가능 날짜    - 요일: 월~금 중 선택 가능    - 시간: 9:00~18:00 (해당 시간 중 활동 가능 시간 협의)      * 12~13시 점심시간은 봉사활동시간에서 제외!      * 단, 금요일은 9:00~17:002. 활동장소 : 서울 구로구 가마산로 236 도진빌딩 3층 3. 활동내용 : 제 11회 굿네이버스 희망편지쓰기대회 물품세팅 및 행정업무 4. 모집인원 : 00명 5. 모집대상 : 봉사활동에 관심있는 대학생, 굿네이버스 사업에 관심을 갖고 적극 참여할 의지가 있는 사람 6. 신청방법 : 문자 발송 (성함 / 성별 / 나이 / 활동가능일 기재 ) * VMS 자원봉사 신청수락 후 개별적으로 신청서를 메일 발송할 예정 7. 문 의 : 굿네이버스 서울나눔인성교육센터 나혜주 간사 (02-812-2040)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
