제목,지역,소분류,성별,내용
"인천참사랑병원 낮병원 '우리동네' 미술치료, 음악치료, 웃음치료 자원봉사자(강사) 모집",인천,서구,공통,"우리동네 낮병원은 정신건강, 중독재활의학과의 전문치료를 통해 환우 분들의 몸과 마음의 치유를 위해 노력하는 인천참사랑병원 내에 위치하고 있으며,정신건강에 어려움이 있는 회원들이 낮시간 동안 치료를 받는 공간으로 사회적응을 위해 교육 및 활동참여, 스트레스 관리 및 병에 대처하는 능력향상, 건강한 사회구성원으로서의 변화를 지원하고 있습니다.정신건강에 관심을 갖고 관련분야에서 활동하고자 노력하는 대학생(휴학생 포함) 및 성인을 대상으로 정신보건에 대한 긍정적 인식을 강화시키고, 정신건강과 행복에 기여하고자 자원봉사자를 모집합니다.○ 모집분야 : 미술치료, 음악치료, 웃음치료 프로그램 자원봉사자(강사)○ 모집기간 : 2019년 1월~○ 모집인원 : 0명○ 모집대상- 미술치료, 음악치료, 웃음치료 관련학과 졸업자- 관련 자격증 소지자- 최소 6개월 이상 활동 가능한 자○ 활동내용- 미술치료, 음악치료, 웃음치료 프로그램 진행○ 활동기간- 2019년 1월 ~ (평일 주 1회 진행, 시간 조율 가능)○ 혜택- 자원봉사확인증발급(vms)- 실습 및 수련지원시 우대- 소정의 재료비(활동비) 지급○ 위치- 인천광역시 서구 원창로 240번길 9 (인천참사랑병원 내 낮병원 우리동네)- 인천 2호선 가정중앙시장역 도보 3분거리○ 담당자인천 참사랑병원 낮병원 '우리동네' / 사회복지사 이하늘 / 032-571-9111(낮병원으로 연결 부탁)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
초등학생 영어멘토링 봉사자 모집,서울,강남구,공통,"저소득 가정 초등학생 영어멘토링 봉사자를 모집합니다.본 복지관 사례관리 대상자 중에는 자녀가 7명인 가정이 있습니다. 아이들이 초중고등학생까지 분포되어 있다 보니 아버님의 근로소득으로 교육을 지원할 형편이 되지 않아 어려움이 큽니다.이에 초등학생 자녀를 대상으로 영어멘토링 봉사가 가능하신 봉사자를 모집하오니 많은 참여바랍니다.봉사일정: 주 1회(요일은 대상자와 조정)봉사시간: 회기별 2시간 이내봉사내용: 초등학교 2,3,4학년 (3명) 영어 그룹지도* 구체적인 봉사내용은 봉사결정 후 담당자, 대상자와 논의 후 진행됩니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
웃음치료사 모집,서울,양천구,공통,1. 근무지역 : 서울 양천구 지양로 152 사랑초 데이케어센터2. 대상 : 어르신 24명3. 근무기간 : 1월~4. 근무시간 : 매주 월 14:00~15:00 (요일 및 시간 협의가능)5. 강사비 : 협의6. 응시방법 : 전화문의 및 방문접수7. 문의 : 02-2605-1190 / 02-6929-0901※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
‘청춘 수화공연단’에서 열정넘치는 2기 단원을 모집합니다.,부산,중구,공통,"‘청춘 수화공연단’에서 열정넘치는 2기 단원을 모집합니다. ○ 모집기간 : 2018년 12월 19일 ~ 2019년 1월 19일까지 ○ 활동기간 : 6개월 이상 (매주 일요일 10:00~12:00) ○ 활동장소 : 중구 40계단문화관 4층 활동실 (중앙동) ○ 활동 내용은?1. 수화 기초 교육2. 노래와 퍼포먼스를 통한 공연교육3. 전문가 선생님과의 안무, 노래교육○ 신청 자격은?: 부산에 거주하시는 60~75세 어르신, 단체 신청도 가능합니다. ○ 접수방법 :　VMS신청 후 다음 번호로 꼭 문자 남겨주세요!!!1. 문자발송내용 : 청춘공연단신청 / 이름 / 나이2. 문자발송 및 문의 - 010-9640-0907 (문자 미전송시 참여불가)○ 조용한수다는?*현 부산광역시 사회복지협의회 '1004 지역사회봉사단’*현 부산광역시 선거관리위원회 공정선거 홍보대사* 2017 국무총리 표창* 2017 보건복지부 장관 표창* 2017 여성가족부 장관 표창 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
"중학교 졸업 검정고시교육(영어, 수학) 자원봉사 모집",부산,북구,공통,"중학교 졸업 검정고시교육(영어, 수학) 자원봉사 모집 안내부산광역시각장애인복지관에서는 시각장애인들의 학력을 취득할 수 있도록 검정고시교육을 진행하고자 합니다.아래와 같이 자원봉사자를 모집하고자 하오니 많은 참여 부탁드립니다.1. 자원봉사자 조건: 중학교 영어 또는 수학 학습지도가 가능한 분, 장기적인 자원봉사 활동이 가능한 분2. 활동내용: 중학교 과정 검정고시 영어 또는 수학 과목을 주 1회 정기적 수업 진행3. 프로그램 진행장소: 부산광역시시각장애인복지관 기능향상지원팀 교육장4. 활동기간: 2019년 1월 ~ 7월 (화요일 또는 목요일)5. 활동시간: 주1회 (1~2시간), 봉사일정은 협의를 통해 일정 조율 가능6. 문의: 부산광역시시각장애인복지관 김은경 사회복지사(T.051-338-0018)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
사진동아리 지도,경기,부천시,공통,"부천시소사노인복지관 사진 동아리 '색경회'를 지도해 줄 봉사자분을 모집합니다.1. 일시: 2019년 1월 15일(화) ~ / 매주 화요일 오후 13시~15시2. 장소: 부천시소사노인복지관 열린터3. 봉사대상: 만 60세 이상 어르신 20명으로 구성된 모임4. 봉사내용: 매월 2회는 외부 출사, 2회는 교실 수업 *변동 가능5. 문의: 부천시소사노인복지관 사회복지사 이윤민 / 032)347-9534※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
지역아동센터 초등학생 학습지도,부산,금정구,공통,"*활동시간 : 매주 주 1회 14시 -18시(학기중), 11시 - 14시(방학중)*활동기간 : 2018년 12월부터*활동내용 : 초등학생 학습지도*활동장소 : 금사나너울지역아동센터(부산 금정구 금사로 86, 3층)*특전 1.자원봉사활동 인증서 발급2.교육봉사 인증서 발급 *방과후 돌봄이 필요한 저소득, 맞벌이 가정 자녀들을 대상으로 방과후 돌봄 및 학습지도를 제공하고 있습니다. 우리 아이들이 환경에 좌절하지 않고 마음껏 꿈꿀 수 있도록 선생님들께서 지원해주시면 큰 도움이 됩니다.-잘 가르쳐주시는 선생님보다 따뜻한 마음으로 아이들을 대해 주시는 선생님을 기다립니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
의료봉사 (방사선사),서울,영등포구,공통,"안녕하세요.영등포 요셉의원 자원봉사 담당 입니다.저희병원 영상의학과 방사선사 선생님을 모시고자 합니다.봉사 일시: 매 주 월-금요일, 오후 1시-5시, 금요일 저녁 7-9시도움 주실 선생님의 연락을 기다리겠습니다.문의는 평일 오후 1시 이후에 02-2634-1760으로 부탁드립니다.감사합니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
"[대한민국교육봉사단] 하나금융그룹, 롯데그룹, 한라그룹과 함께하는 신규 교육봉사자 모집",경기,고양시,공통,"<모집공고>“본 활동은 사단법인 대한민국교육봉사단에서 주관하고 사회복지공동모금회를 통한 법무법인 율촌, 하나금융그룹, 롯데그룹, 한라그룹의 후원으로 진행됩니다.”  가. 활동명 : 2019년도 씨드스쿨 교육봉사자 모집 나. 활동기간 : 2019년 3월 ~ 2019년 6월 (4개월) 또는 2019년 3월 ~ 2019년 11월 (9개월)※ 두 학기 활동 가능 봉사자 우대(우선선발) 다. 활동현장 : 일산중학교 (경기도 고양시) 라. 활동내용 :-중학생을 대상으로하는 방과후 멘토링 프로그램에서 멘토 또는 스텝 봉사자로 활동-한 학기당 12회기로 구성되어 있으며, 주 1회 학교에 방문하여 3시간~4시간 동안 멘토링 진행-청소년들이 자신의 정체성을 찾고 자존감을 높일 수 있도록 하는 다양한 커리큘럼에 참여 마. 지원자격:-(필수) 면접과 발대식 및 OT 일정에 모두 참여할 수 있는 사람-정해진 기간 동안 책임감 있게 활동 할 수 있는 사람-아이들을 사랑으로 보듬어주고 이끌어 줄 수 있는 사람-교육, 사회복지, 청소년, NGO활동 등에 관심이 많은 사람-씨드스쿨을 통해 청소년의 진로와 꿈을 함께 고민하려는 의지가 있는 사람-다양한 사람들과 네트워킹을 형성하고 체계적인 멘토링 커리큘럼을 배우고 싶은 사람 바. 모집일정:-2019년 1월 13일(일) 서류마감-1차 서류심사 / 2차 대면면접 사. 교육일정-발대식 및 OT(사전교육) : 2월 21일(목) ~ 22일(금) / 1박 2일 예정-장소 및 세부일정 추후 안내 아. 혜택1) VMS 공식 봉사시간 인증2) 대교단 대표명의의 활동수료증 발급(학교장명의의 교육봉사 인증서 발급)3) 대교단 입사시 가산점 부여 지원 통합페이지 https://seedschool2019t.modoo.at※ 반드시 위의 링크로 들어가서 지원해주시기 바랍니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
<한국어교육 자원활동가 모집>,대구,동구,공통,"<2019년 대구이주여성인권센터 한국어 교육 자원활동가 모집>난민여성소모임 U.A.W (United African Women)와 함께 한국어수업 진행해주실 자원활동 선생님 모집합니다!▶소모임 멤버들이 영어 또는 불어를 사용합니다. 원활한 한국어 수업을 위해 기본적인 영어,불어가 가능한 분을 원하나  능숙하지 않아도 의사소통 노력 의지가 중요하니 부담가지지 마시고 신청해 주시면 됩니다.  (신청서에 어느 정도 소통 가능한지 자세히 작성하여주세요!)▶가능하다면 1년 정도 오래 같이 할 수 있으신 분이었으면 좋겠습니다.▶위의 두 요건을 충족하지 않더라도 부담 갖지 마시고 신청 많이 부탁 드립니다!■ 모집내용- 모집기간 : 2018. 12. 11.(화)~ 모집완료시- 모집대상 : 초급 한국어 수업 자원활동가 1명- 활동기간  ① 1학기 한국어수업 2019.04.26. ~ 2019.06.28  매주 1회(금) 오전 10시30분 ~ 오후 12시30분  ② 2학기 한국어수업 2019.07 ~ 2019.12 (추후 날짜지정)  매주 3회(월,수,금) 오전 10시30분 ~ 오후 12시30분- 활동내용 : 한국어(기초한국어) 지도- 활동장소 : 대구이주여성인권센터 5층 교육실- 활동주소 : 대구광역시 동구 아양로 18, 5층■ 활동혜택 : 전체 활동 완료 후 봉사활동 확인증 발급(VMS)■ 신청방법 : 홈페이지 공지사항에 업로드 되어있는 신청서를 다운 받아 신청서 작성 후 이메일 접수※ 메일 제목에 지원내용과 이름 명시- 이메일 : iju79@hanmail.net- 홈페이지 : http://dgwmigrant.org■ 문의대구이주여성인권센터 담당자 염유경☎ 053-944-2979 (전화문의)☎010-4330-1184 (문자문의)  ※ VMS에서 봉사신청을 누르지 마시고 메일로 신청서를 제출해주시기 바랍니다.                       ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
퇴소아동 자립지원 SNS 운영 자원봉사자 모집,경기,수원시,공통,"경기도자립지원전담기관에서는 시설 아동의 자립 준비와 시설 퇴소 아동의 사회 정착을 위한정보 제공 SNS 운영 및 관리를 함께할 봉사자를 모집합니다.경기도자립지원전담기관은 경기도 내 31개 시．군에 위치한 아동양육시설, 공동생활가정, 가정위탁 보호 아동의 자립 준비와시설에서 퇴소 후 자립해서 생활하고 있는 퇴소 아동의 자립을 지원하는 기관입니다.1. 모집내용- 모집인원 : 12명.- 모집대상 : 성인(대학생 이상)봉사활동은 주로 온라인 활동 입니다 2. 신청자격 1) sns 카드뉴스 및 간단한 콘텐츠 제작이 가능하신 분 2) 봉사를 꾸준히 할 수 있는 성실함과 책임감을 갖춘 분  3) 적극성과 열정을 갖추신 분 4) sns페이지 관리 경험이 있으신 분3. 신청방법 : vms 신청 후 개별연락4. 활동 내용- 시설 아동의 자립 준비에 필요한 각종 정보 업로드- 퇴소 아동의 자립 생활에 필요한 주거, 학업, 취업, 금융, 생활 정보 업로드- 기관 sns 홍보 및 관리5. 활동 혜택- 해당 참여시간 자원봉사 시간인증(VMS 인증)6. 문의- 문의: 경기도자립지원전담기관 최종일 대리 (031-346-7082)자격요건※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
열손가락장애인주간보호센터와 함께할 미용봉사자를 모집합니다,경기,안양시,공통,"우리주간보호센터는 장애인들이 지역사회 안에서 인간으로서의 존엄성과 가치 및 행복추구권을 인정받아 편안한 쉼과 행복한 삶을 함께 하기 위한 희망파트너로 함께합니다. 장소: 경기도 안양시 만안구 창박로41, 305호 열손가락장애인주간보호센터 대상 : 뇌병변 및 발달장애인 12명 봉사자 수 : 1명 봉사일시 : 2019년 1월~12월, 매월1회(요일 및 시간 협의) 봉사내용 : 미용 봉사활동 문희전화 : 070-7728-2811 / 박주연 사회복지사 (신청 후 반드시 전화주세요) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
고양정신병원 병동 재활프로그램 진행 자원봉사자 모집,경기,고양시,공통,"서울특별시 고양정신병원에서 병동 환우분들을 위해 재활프로그램을 진행해주실 자원봉사자분들을 모집하고 있습니다. ♡ 모집분야 : 음악, 미술, 레크, 노래, 독서, 종이접기, 체조 등♡ 봉사기간 : 최소 6개월 이상 가능한 분(2019년 1월부터 ~ )♡ 모집일시 : 상시 모집♡ 모집인원 : 제한 없음♡ 신청자격 : 자격증이 없어도 프로그램을 진행할 수 있다 하시는 20세 이상 성인분 모두 환영~                  관련학과(사회복지, 상담, 심리 등) 대학생 환영~♡ 봉사일정 : 평일(월~금) 오전 10시~12시, 오후 2시~4시 사이 협의(회기당 1시간 기준)♡ 봉사혜택 : 실습 지원 시 가산점 부여, 독감예방접종 할인♡ 접수방법 : 서울특별시 고양정신병원으로 직접 전화 신청!                  (온라인 신청 시 연락이 늦어질 수 있습니다. 가능한 전화로 신청 부탁드립니다.^^)♡ 전화접수 : 031-969-0885(내선 7640, 7633)♡ 담당자 : 박지영 정신건강사회복지사 ★ 본원 자원봉사 경력이 있을 경우 실습 지원 시 가산점 부여합니다.^^★ 자원봉사임으로 별도의 활동비 지급은 없습니다.★ 전화 접수 시 분야, 가능한 요일 및 시간, 자원봉사 가능한 기간 등을 자세히! 말씀주세요~★ 신청 후 무단 결석 시 다음 활동에 제한이 있을 수 있습니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
지적장애인을 위한 요리프로그램,경기,용인시,공통,성가원은 지적장애인 성인 남자 거주시설입니다.장애인 자립생활지원을 위해 요리프로그램을 통한 식사준비교육을 실시하고자합니다.스스로 식사준비를 할 수 있도록 가정생활에서 필요한 쉽고 재미있게 간단한 요리부터 시작하려고 합니다.장애인의 자립생활을 위해 함께 도움을 주실 조리사 선생님이 필요합니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
구립연희방과후교실 - 재능기부 강사 및 학습지도 봉사자 모집,서울,서대문구,공통,"안녕하세요.저희는 방과후보육이 필요한 아동들에게 학습지도, 인성교육, 특기교육 등의 프로그램을 통하여 건강한 성장, 전인적인 발달을 돕고 있는 구립 연희방과후교실입니다. 아이들을 사랑하시고, 자신의 재능을 활용하여 아이들에게 다양한 경험의 기회를 제공해 주실 봉사자를 모집하고 있습니다.간단한 학습지도 봉사자도 언제든지 환영입니다.* 분야 : 학습 (초등 국어,수학,과학,영어 등) / 음악(노래, 리코더 등) / 미술(그림, 만들기 등) / 독서(논술, 문학) / 체육(요가,줄넘기,댄스 등)          기타 다른 분야도 가능합니다.* 일정 : 요일 조정 가능* 시간 : 학기 중 15시 ~ 18시  /  방학 중 10시 ~ 12시 / 14시~18시 * 기간 : 단기/장기 모두 가능* 대상 : 초등1~6학년  총 7명* 문의 : 010-9903-2732 / 02-3143-7007 (담당자 : 최지민)* 장소 : 서대문구 홍제천로 2길 111 (연가교 인근) / 경의선 가좌역에서 걸어서 12분 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
"요양원 웃음치료, 미술치료 재능기부 봉사",서울,강서구,공통,"저희 요양원은 서울시 강서구 방화동에 위치하고 있으며 약 124명의 어르신이 생활하고 계십니다.요양원에서 생활하시는 어르신들의 일상에 새로운 활력을 줄 수 있는 프로그램을 운영하려고 합니다.분야는 실버치료, 웃음치료, 미술치료 이며 그 외에도 어르신들과 즐겁게 할 수 있는 것이라면 가능합니다.재능기부와 경험쌓기에 관심있는 선생님들의 적극적인 참여 부탁드립니다.* 모집분야: 재능기부 봉사자 (실버치료, 웃음치료, 미술치료, 아로마테라피, 다양한 공예활동 등)* 진행일시: 매주 목요일 10:30 (진행일시는 협의 후 조정 가능합니다.)* 기관주소: 서울시 강서구 방화동 486-6 봄날서울요양원 (지하철 5호선 개화산역 2번출구에서 도보 5~10분 거리)* 홈페이지: http://www.sbom.kr/* 기 타: 봉사활동시간인증 및 확인서 발급 가능, 재료비 및 간식제공※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
요셉의원 임상병리실 봉사자 모집,서울,영등포구,공통,"안녕하세요.영등포구에 위치한 무료 자선 병원 요셉의원에서 임상병리사 선생님을 모시고자 합니다.- 봉사 요일 :  월, 화, 목요일 중 가능한  요일 선택 (주 1회, 요일 별로 각 1명 모집)- 봉사 시간 : 오후 1-5시 (시간 조정 가능)- 근무처 : 요셉의원 임상병리실 감사합니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
비영리단체 홍보기획,서울,중구,공통,"한국아동청소년그룹홈협의회는 아동공동생활가정들의 협의체입니다.요보호 아동을 위한 캠페인과 홍보아이디어를 기획하는데에 참신한 아이디어와 활동력으로 함께하실 자원봉사자분들을 찾습니다.주요활동내용은 온오프라인으로 단체와 사업에 대한 홍보아이디어 제안/ 봉사활동기획제안등입니다.단순히 봉사활동을 참여하는것이 아닌, 직접 만들어가고 단체를 성장시켜나가는 원동력이 되기를 원하는 적극적인 분들과 함께하고 싶습니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
미용봉사,경기,김포시,공통,중증장애인 이미용서비스※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
이미용봉사,부산,사상구,공통,헤어자격증 소지에 대하여는 무관하며 이미용에 취미를 가지고 있는 분이라면 언제든지 환영합니다  ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
목욕봉사,부산,연제구,여,"부산도우누리 주간보호센터에서 매주 수요일 어르신들 목욕시간에 함께 도와주실 봉사자님을 모집합니다.시간은 오후 1시~4시, 12명 내외로 목욕 진행하며 어르신들의 옷 탈의와 목욕 보조, 목욕 끝나신 분들 케어를 해 주시면 됩니다.여자어르신들이라 봉사자님도 여성분으로 모집하고자 합니다.많은 지원 부탁드립니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
2019 거동불편노인 식사배달봉사,대전,서구,공통,"2019년 '거동불편노인 식사배달봉사' 봉사자를 모집합니다. (상시)1. 일     시 : 월~금(공휴일 제외), 9:30~11:30 / 원하시는 요일에 봉사활동 가능합니다.2. 장     소 : 월평동 월평주공아파트 1단지 내 아파트 월드비전 한밭종합사회복지관3. 내     용 : 거동불편어르신들에게 도시락 배달, 1일 4명까지 자원봉사 신청가능4. 신청방법 : 전화신청  (T: 042-484-5325)봉사？동 가능하신 분은 많은 연락 및 참여 부탁드립니다~^^* 주소: 대전광역시 서구 월평북로 11 (1단지내) 한밭종합사회복지관 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
찾아가는 공부방(관저동),대전,서구,공통,북한이탈주민 아동청소년 가정방문 멘토링(학습지원)을 도와주실 자원봉사자 선생님을 모집합니다.한글학습지원이며  중국어 가능자궁금하신 사항은 담당자에게 문의 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
찾아가는 공부방(유성),대전,유성구,공통,북한이탈주민 아동청소년 가정방문 멘토링(학습지원)을 도와주실 자원봉사자 선생님을 모집합니다.반석동 : 중(남)2명(중국어 가능자)궁금한 사항은 담당자에게 문의 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
찾아가는 공부방(판암동),대전,동구,여,북한이탈주민 아동청소년 가정방문 멘토링(학습지원)을 도와주실 선생님을 모집합니다.궁금한 사항은 담당자에게 문의 바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
컴퓨터교육 봉사자 '정보화요원단' 모집 ,충북,청주시,공통,"<정보화교육 봉사자 '정보화요원단' 모집>■활동내용 : 컴퓨터교육을 희망하는 장애가정(아동, 노인 등)에 컴퓨터기초, 한글문서, 인터넷 등 기본적인 컴퓨터 활용 교육 실시                 (컴퓨터관련자격증 무관, 기초실력 있으면 누구나 가능)■봉사장소 : 컴퓨터 교육을 희망하는 장애가정에 방문하여 진행(가경동, 모충동, 사천동, 수곡동, 죽림동 등)■봉사일정 : 3월 ~ 6월 / 대상자 교육 요일 및 시간 조율(주말or평일 모두 가능)■봉사시간 : 주1회 2시간 ※교통비 지급 ■문      의 : 충북장애인재활협회 담당 윤진아 043-252-9720※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
이동목욕 자원봉사자 모집합니다.,경남,진주시,공통,복지관 내 이동목욕차량을 이용하여목욕서비스를 필요로 하는 어르신 댁을 찾아가 2인 1조로 목욕을 시켜 드리는 봉사활동입니다.활동일시는 매주 화 / 목요일 오후 2시 부터 5시까 입니다.많은 관심과 참여를 부탁드립니다! ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
한가족 만들기 가족 봉사단 활동,서울,관악구,공통,"관악노인종합복지관에서 한가족 만들기 가족단위 봉사자를 모집합니다.주 활동은 1세대 독거 어르신과 한가족을 이루어 월 1회(매월 둘째 주 토요일) 프로그램을 진행합니다.월별 세부 내용으로는 어르신과 함께 복지관을 방문하여만들기 프로그램과 어버이날 및 한가위 행사 등으로 구성되어 있습니다. 또한 월 1회 복지관 프로그램 참석 외에 개별적으로 어르신 가정방문하여가정봉사(찾아가는 생신잔치 등)도 진행해주시면 됩니다.독거 어르신의 든든한 가족이 되어 행복한 노후를 보내실 수 있도록함께 해주실 가족 봉사자를 모집하오니 많은 관심과 지원 부탁드립니다.* 봉사활동내용 : 1세대 어르신 한가족 만들기 활동(1·2·3세대 통합 프로그램)* 모집기간 : 2019-02-11~2019-03-03* 봉사일시 : 연중 수시(월 1회 모임)* 신청방법 : vms 신청 또는 전화* 활동 시 혜택 : 봉사시간 부여(가정봉사시간도 인정)* 문의 : 관악노인종합복지관 재가복지사업 안다해, 양윤종 사회복지사(02-888-6145)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
중앙동복지회관 어르신 수학교실 정기봉사자 모집,경기,성남시,공통,"중앙동복지회관에서는 어르신들을 대상으로 수학교실을 진행하고 있습니다. -프로그램명 : 수학교실-일 시 : 2019년 2월~12월 (매주 화요일 10:00~12:00, 주1회 2시간)-장 소 : 성남중앙동복지회관 3층 프로그램실-모집인원 : 2명 이상-내 용 : 어르신 수업지도 및 프로그램 활동보조 등-문 의 : 이상영 사회복지사 (031-747-9544) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
밑반찬 전달,경기,용인시,공통,"저희 복지관에서는 재가장애인 어르신들을 대상으로 밑반찬 전달에 도움을 주실 자원봉사자 선생님을 모집합니다.활동일시 : 매월 2회 / 수요일, 금요일 16:00 ~ 18:00 (시간되시는 날 아무때나 가능)활동내용 : 재가장애인 밑반찬 전달※ 개인차량 사용이 가능하신 분만 활동 가능관심자의 많은 지원 바랍니다^^※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
밑반찬 배달 자원봉사,대구,수성구,공통,"** 우리 청곡종합사회복지관에서는 시지 고산지역의 저소득가정분들의 건강한 식생활을 위해 사랑의 밑반찬 배달을 실시하고 있습니다.지역의 어려운 이웃들에게 따뜻한 밑반찬을 전달해주실 사랑의 배달자원봉사자를 모집합니다.* 봉사일시 : 매월 격주(짝수팀, 홀수팀) 목요일 11:30 - 12:30* 장소 : 대구 수성구 시지일대* 내용 : 복지관에서 밑반찬도시락 수령 후 → 저소득가정에 배달 → 빈 밑반찬도시락 수거 후 복지관 전달* 모집인원 : 3명* 참가자격 : 자가차량 소유자, 운전가능한 자* 기간 : 2019. 2. ~ 장기※ 자가 차량으로 밑반찬 배달하셔야 하니, 이 점 참고부탁드립니다. * 관심 있으신 분은 부담 없이 연락주세요 신청 후, 꼭 복지관으로 확인 전화주시시면 감사드리겠습니다.  (☎053)793-9411 담당자 : 박지훈)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
본오종합사회복지관 밑반찬 배달서비스 봉사자 모집,경기,안산시,공통,"밑반찬 배달서비스 봉사자를 모집합니다!1. 활동기간 : 매주 화요일, 금요일 11시~12시 [주1회, 주2회 가능]2. 활동내용 : 신체결함 및 경제적 부담 등으로 기본적인 식생활이 어려운 저소득 어르신들을 대상으로 주 2회 밑반찬 배달서비스 제공3. 활동장소 : 본오동 및 사동 밑반찬 대상자 가정4. 문의 : 070-4860-9705※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
기초생활수급자 가정 정리정돈방법 ,서울,중구,여,6세와 7세 아동을 둔 기초생활수급자 4인 가족의 집안을 정리하는 법을 꼼꼼하게 현장지도 해주실 분을 찾습니다.주1회 2-3시간 총 6-7회 정도 소요될 것 같습니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
이미용봉사자를 구합니다.,대구,달성군,공통,이미용봉사자를 구합니다.한달에 한번  봉사 해주심 됩니다.간절한 도움 부탁합니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
토요초등마중물학교,대구,중구,공통,"토요초등마중물학교: 다양한 사회적응활동을 통하여 학령기 장애아동들이 사회생활에 적응 할 수 있는 능력을 향상시키고, 짝꿍 봉사자와의 1:1 활동을 통하여 일상생활 예절능력을 습득하고, 또래친구와의 관계 형성을 통해 대인관계 기술 향상을 도모하며 학교생활적응력강화에 도움을 주고자 합니다.1. 일시 : 2019년 3월 ~ 12월 매주 토요일 09시30분~15시30분2. 대상 : 장애아동(초등학교 4~6학년)3. 봉사시간 :  09시30분~15시30분(6시간)4. 사업내용 : 대구근교 나들이(짝꿍아동과 짝꿍봉사자 1:1활동)5. 점심식사제공6. 선착순모집*짝꿍아동과 즐거운 추억을 함께 쌓을 봉사자 분들을 환영합니다 ^^기타 상세 문의는 담당자(한세영 010-3513-808)에게 연락주세요 ^^(카톡, 문자, 전화 무관) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[부산남부아동보호전문기관]멘토링 봉사자 모집,부산,동구,남,"학대피해아동 학습(영어 기본기) 및 정서지원 멘토링 봉사자 구합니다.매주 1회 진행 예정이며, 봉사자와 아동의 하교 시간과 맞춰 조율하여 진행합니다.학업 또는 기타 사유로 중도에 중지하는 것은 되지 않고, 학대피해아동의 특성을 조금이나마 아시는 분이었으면 좋겠습니다.봉사자 남성 한 분을 구합니다. 활동지역은 <동구>입니다.봉사혜택 : 활동비 20,000원과 봉사시간 제공문의 : 부산남부아동보호전문기관 김정원 상담원 (010-7582-0383) 업무중이라 먼저 문자로 연락 남겨주세요.많은 지원 부탁드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
