제목,지역,소분류,성별,내용
[본리종합사회복지관]아동프로그램 정기자원봉사자 모집,대구,달서구,공통,"[본리종합사회복지관]아동프로그램 ""아마존탐험대"" 정기자원봉사자(대학생) 모집달서구 지역 학령기 아동들의 마을공동체 회복을 위한 마을탐험 프로젝트 아마존탐험대-아이들 마음에 존(좋은의 줄임말이자 ZONE:지역.마을 탐험대)본 사업은 3~12월까지 연간 진행되는사업으로 프로그램 참여아동과 함께 프로그램의 전반적인 활동을 실시하며, 프로그램 진행시 보조 및 안전보호 역할도 수행하고 아동과 함께정서적 교류를 나눌 수 있는 봉사자를 모집합니다.프로그램 내용은 다음과 같습니다.-기간 : 2019.3.23.~2019.12.31. 매월 토요일 2회 실시-장소 : 본리복지관 및 복지관관할구역일대(성당,감삼,두류,본리)-내용 : 아마존탐험대 마을탐험 활동 진행 보조 및 안전보호 등의 멘토활동-대상 : 대구,경북지역 거주하는 대학생 봉사자 3명(전공무관)-문의 : 053-563-1007, 사회복지팀 권민경 사회복지사※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
대명사회복지관 남구복지한마당부스 운영보조 자원봉사자 모집,대구,남구,공통,<대명사회복지관 남구복지한마당부스 운영보조 자원봉사자 모집> 1)일시 : 2019년 4월 27일 (토) 12시~16시 / 16시~20시 (20명)           2019년 4월 28일 (일) 12시~15시 / 15시~18시 (20명)                        *종일봉사도 가능합니다*2)장소 : 대구 남구 앞산빨래터 일대3)내용 : 남구복지한마당부스 활동 운영보조4)문의 : 지역사회조직팀 구지현 사회복지사          (T.053-657-1170) ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[행사진행보조 및 체험부스운영] 어린이날 행사 자원봉사자를 모십니다.,충남,홍성군,공통,"빈곤아동이 한 명도 없는 나라를 꿈꾸며 33여 년간 소외 아동·청소년들과 함께한 사단법인 부스러기사랑나눔회 입니다.부스러기사랑나눔회 충남지부에서는 충청남도로부터 위탁받아 지역아동센터 충남지원단을 운영하고 있습니다.오는 5월4일(토) 충청남도 주최로 지역아동센터 및 아동양육시설의 아동들과 함께하는 어린이날 행사가 개최됩니다,이 행사를 함께 만들어갈 봉사자를 모십니다. 함께 경험하며 좋은 인연 만들 수 있는 봉사자 여러분의 많은 신청바랍니다. 1. 모집기간: 2019년 3월 20일(수)~ 모집완료시 까지 2. 모집대상(총 40명)① 사진촬영(2명)- 사진 및 영상 촬영에 특기가 있는 자- 아동에 대한 이해와 관심이 있고, 해당 특기가 있는 봉사자② 체험부스운영(20명)- 아동들과 체험부스활동 유경험자, 제기 만들기, 공기놀이 등 함께 즐기며 놀 수 있는 자③ 먹거리 운영부스 가능자(10여명)- 팝콘, 솜사탕, 슬러쉬 등④ 기타 행사 진행보조 (8명)3. 봉사일시: 2019년 5월 4일(토) 09:00~16:00(6시간)4. 봉사장소: 충남문예회관, 충남도청내5. 봉사내용:- 행사당일 발표회 사진 촬영 및 동영상 촬영- 체험부스 운영 및 행사진행보조 6. 제출서류 : 봉사활동일지(활동당일 작성) 7. 문의 : 지역아동센터 충남지원단041-557-2729/ cneducarer@hanmail.net ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
월드비전 경기남부지역본부 행정업무 지원,경기,수원시,공통,1. 봉사일자 : 2019-03-19~2020-03-12 (상시)2. 봉사장소 : 월드비전 경기남부지역본부3. 봉사내용 : 월드비전 경기남부지역본부 행정업무 지원문의 박주만 간사010-3167-8682 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
만들기 봉사활동,서울,구로구,공통,봉사활동 신청은 메일(share@worldshare.or.kr) 혹은 전화(070-4170-1540) 로 부탁드립니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[서울재활협회] 감동의 마라톤 자원봉사자 모집(4/20),서울,영등포구,공통,"1. 활동 내용  ※ 장애인 참가자가 많기 때문에 주의요망. - 대 회 명: 제3회 S-OIL과 함께하는 ‘감동의 마라톤’              (http://감동의마라톤.com)- 접수처: 현장 접수인원 확인 및 물품 전달- 출발 및 골인지: 출발 전/후 집결지 통제, 참가자 질서유지- 골인 급수대: 완주자들 물 제공- 간식 배부처: 완주자들 간식 제공- 물품보관소: 참가자 물품을 수령 및 전달, 보관하는 업무 수행- 탈의실: 질서유지, 비닐백 배포- 주로(코스)내 각 교차로 및 골목 차량 통행 안내 및 선수 주로 안내- 5km지점 이후부터 매 5km마다 급수 및 스펀지대 설치 및 선수음료제공- 마라톤 참가자(장애인, 비장애인) 기타 지원 활동 2. 모집기간- 2019.03.04.(월)~2018.04.14.(일) 3. 모집인원- 130명 4. 모집대상- 성별 무관. (단, 연령 17세~40세) 5. 모임장소- 여의도 이벤트광장(집결지)(지하철 5호선 여의나루역 2번 출구) 6. 모임시간- 2019.04.20.(토), 오전 7시(10분 전까지 도착) 7. 활동날짜 및 시간- 2019.04.20.(토), 오전 7시~오후 1시(총 6시간) 8. 신청방법- 담당자에게 아래 개인 신상 정보 이메일(rikorea-seoul@naver.com) 전달※ 이름/ 성별/ 연령/ 연락처/ 이메일 주소/ 장애유무/ VMS ID 전달  →개인 신상 정보 이메일 미전달시 최종 접수가 안된 상태이므로, 꼭 메일로 별도 전달 부탁드립니다. - 접수 후 확정된 봉사자는 개인 연락처로 회신 예정(1차 4/5, 최종 4/18) 9. 기타- 제공사항: 중식, 간식, 물- 지인 및 친구, 동아리 등 단체신청 가능문의) 서울특별시장애인재활협회, 봉사담당 정혜정 02-2637-4162※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
청소년안전문화형성 [안.구.정.화.] 봉사단 모집,부산,북구,공통,"1. 선정기준(1) 대학생 선정 기준 - 4명① 안전 관련 학과에 재학 중인 대학생 우선 선발② 활동에 주도적으로 참여할 욕구가 있는 대학생(중도 탈락율을 최소화할 수 있도록 일정 부분에서 책임감 있게 활동할 수 있는 자)③ 대상자 추천 및 자발적 신청을 통해 접수 후 개별 상담을 통한 참여자 선정(2) 중·고등학생 선정 기준 - 10명① 부산 북구 구포동에 거주하고 있는 중·고등학생 우선 선발② 활동에 주도적으로 참여할 욕구가 있는 중·고등학생(중도 탈락율을 최소화할 수 있도록 일정 부분에서 책임감 있게 활동할 수 있는 자)③ 대상자 추천 및 자발적 신청을 통해 접수 후 개별 상담을 통한 참여자 선정2. 봉사활동 내용 - 25시간 이상의 봉사활동 시간 인정3. 접수 및 기타 문의*신청서 첨부파일 다운 받은 후 신청서 작성하셔서 복지관 이메일 또는 팩스 또는 카카오톡 플친으로 전달해주세요.~^^ (신청 접수 후 도착여부 확인 연락은 필수!)*봉사 활동 내용이 궁금하거나 하고 싶은데 망설여진다면! 전화주시거나, 전화가 힘든 상황이라면~~ 복지관 플러스친구 추가!  (@장선복지관) 후 1:1 상담 가능합니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
소외계층 밀집 주거단지 복지서비스 연계 및 지원,경북,영천시,공통,1. 봉사일자 : 2019-03-18~2019-12-312. 봉사장소 : 금호윤성모닝타운3. 봉사내용 : 소외계층 밀집 주거단지 복지서비스 연계 및 지원4. 문의 : 영천시종합사회복지관 박태범 사회복지사 010-2962-0806※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[서울재활협회] 감동의 마라톤 자원봉사자 모집(4/20),서울,영등포구,공통,"1. 활동 내용  ※ 장애인 참가자가 많기 때문에 주의요망. - 대 회 명: 제3회 S-OIL과 함께하는 ‘감동의 마라톤’              (http://감동의마라톤.com)- 접수처: 현장 접수인원 확인 및 물품 전달- 출발 및 골인지: 출발 전/후 집결지 통제, 참가자 질서유지- 골인 급수대: 완주자들 물 제공- 간식 배부처: 완주자들 간식 제공- 물품보관소: 참가자 물품을 수령 및 전달, 보관하는 업무 수행- 탈의실: 질서유지, 비닐백 배포- 주로(코스)내 각 교차로 및 골목 차량 통행 안내 및 선수 주로 안내- 5km지점 이후부터 매 5km마다 급수 및 스펀지대 설치 및 선수음료제공- 마라톤 참가자(장애인, 비장애인) 기타 지원 활동 2. 모집기간- 2019.03.04.(월)~2018.04.14.(일) 3. 모집인원- 130명 4. 모집대상- 성별 무관. (단, 연령 17세~40세) 5. 모임장소- 여의도 이벤트광장(집결지)(지하철 5호선 여의나루역 2번 출구) 6. 모임시간- 2019.04.20.(토), 오전 7시(10분 전까지 도착) 7. 활동날짜 및 시간- 2019.04.20.(토), 오전 7시~오후 1시(총 6시간) 8. 신청방법- 담당자에게 아래 개인 신상 정보 이메일(rikorea-seoul@naver.com) 전달※ 이름/ 성별/ 연령/ 연락처/ 이메일 주소/ 장애유무/ VMS ID 전달  →개인 신상 정보 이메일 미전달시 최종 접수가 안된 상태이므로, 꼭 메일로 별도 전달 부탁드립니다. - 접수 후 확정된 봉사자는 개인 연락처로 회신 예정(1차 4/5, 최종 4/18) 9. 기타- 제공사항: 중식, 간식, 물- 지인 및 친구, 동아리 등 단체신청 가능문의) 서울특별시장애인재활협회, 봉사담당 정혜정 02-2637-4162 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
북구족구대회 밥차봉사,울산,북구,공통, 「북구족구대회」 원활한 진행을 하기 위하여 화목봉사회에서는 자원봉사자를 모집합니다.* 행사명 :  「북구족구대회」* 일시 : 2019년 4월 28일(일) 10시00분 ~ 13시00분 (3시간)* 장소 : 북구 효문구장* 자원봉사자 참여 : 10명* 활동내용 : 밥차봉사활동* 봉사혜택 : 점심제공*** 자원봉사자는 당일 10시까지 행사장소로 집결 바랍니다.*** 봉사일 1~2일 전에 신청하신 휴대폰으로 안내 문자가 발송됩니다.** 봉사실적은 봉사일 2~3일 이내 등록해드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
"""울산커플마라톤대회""자원봉사자 모집",울산,남구,공통,「울산커플마라톤대회」 원활한 진행을 하기 위하여 화목봉사회에서는 자원봉사자를 모집합니다.* 행사명 :  「울산커플마라톤대회」* 일시 : 2019년 4월 21일(일) 07시00분 ~ 13시00분 (6시간)* 장소 : 울산대공원 남문광장* 자원봉사자 참여 : 100명* 활동내용 : 행사전반활동* 봉사혜택 : 중식 및 티셔츠제공*** 자원봉사자는 당일 7시까지 행사장소로 집결 바랍니다.*** 봉사일 1~2일 전에 신청하신 휴대폰으로 안내 문자가 발송됩니다.** 봉사실적은 봉사일 2~3일 이내 등록해드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
장애인 특수체육 및 캠프 보조,경기,하남시,공통,1. 봉사일자 : 2019-03-18~2019-08-312. 봉사장소 :3. 봉사내용 : 장애인 특수체육 및 캠프 보조※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
"""2019 자전거대축전""자원봉사자 모집",울산,남구,공통, 「2019 자전거대축전」 원활한 진행을 하기 위하여 화목봉사회에서는 자원봉사자를 모집합니다.* 행사명 :  「2019 자전거대축전」* 일시 : 2019년 4월 21일(일) 08시00분 ~ 14시00분 (6시간)* 장소 : 남구 태화강고수부지 둔치* 자원봉사자 참여 : 100명* 활동내용 : 행사전반활동* 봉사혜택 : 간식제공*** 자원봉사자는 당일 8시까지 행사장소로 집결 바랍니다.*** 봉사일 1~2일 전에 신청하신 휴대폰으로 안내 문자가 발송됩니다.** 봉사실적은 봉사일 2~3일 이내 등록해드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
"""2019년 나눔장터""자원봉사자모집",울산,남구,공통, 「2019년 나눔장터」 원활한 진행을 하기 위하여 화목봉사회에서는 자원봉사자를 모집합니다.* 행사명 :  「2019년 나눔장터」* 일시 : 2019년 4월 27일(토) 10시00분 ~ 15시00분 (5시간)* 장소 : 남구 태화강고수부지(태화다리밑)* 자원봉사자 참여 : 20명* 활동내용 : 나눔장터 운영* 봉사혜택 : 점심제공*** 자원봉사자는 당일 10시까지 행사장소로 집결 바랍니다.*** 봉사일 1~2일 전에 신청하신 휴대폰으로 안내 문자가 발송됩니다.** 봉사실적은 봉사일 2~3일 이내 등록해드립니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
대전어린이회관 4월 자원봉사자 모집합니다.,대전,유성구,공통,"안녕하세요~:)저희 대전광역시 어린이회관에서 아이들의 안전한 놀이제공과 좋은 추억을 남길 수 있도록 도움을 주실 수 있는 자원봉사자를 모집합니다.* 봉사내용: 대전어린이회관 체험숲 및 사계절상상놀이터 체험학습 운영보조* 봉사일시: 2019년04월01일 ~2019년04월30일 (매주 월요일은 휴관입니다)* 봉사복장: 활동하기 편한 복장(치마,모자 착용 금지)* 봉사시간:(1회차 10:00 ~ 12:00 2시간,  2회차 1300 ~ 15:00  2시간, 1~2회차  09:30 ~ 15:00  5시간, 2~3회차 13:00 ~ 18:00  5시간, 1~3회차 09:30 ~ 18:00  8시간)* 신청방법: 대전광역시 어린이회관 홈페이지 접속 후 자원봉사 클릭 봉사시간 선택 신청 하시면 문자가 갑니다. (⇒ 취소문자가 가는경우 봉사신청 날짜가 마감이 되었으며 다른 날짜로 신청해주시면 됩니다.)* 문의: 042)824-5500 담당자:박인원 ,위의 안내사항 이외에 궁금하신 점은 문의하시면 답변 드리겠습니다. ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울재활협회] 감동의 마라톤 자원봉사자 모집(4/20),서울,영등포구,공통,"1. 활동 내용  ※ 장애인 참가자가 많기 때문에 주의요망. - 대 회 명: 제3회 S-OIL과 함께하는 ‘감동의 마라톤’              (http://감동의마라톤.com)- 접수처: 현장 접수인원 확인 및 물품 전달- 출발 및 골인지: 출발 전/후 집결지 통제, 참가자 질서유지- 골인 급수대: 완주자들 물 제공- 간식 배부처: 완주자들 간식 제공- 물품보관소: 참가자 물품을 수령 및 전달, 보관하는 업무 수행- 탈의실: 질서유지, 비닐백 배포- 주로(코스)내 각 교차로 및 골목 차량 통행 안내 및 선수 주로 안내- 5km지점 이후부터 매 5km마다 급수 및 스펀지대 설치 및 선수음료제공- 마라톤 참가자(장애인, 비장애인) 기타 지원 활동 2. 모집기간- 2019.03.04.(월)~2018.04.14.(일) 3. 모집인원- 130명 4. 모집대상- 성별 무관. (단, 연령 17세~40세) 5. 모임장소- 여의도 이벤트광장(집결지)(지하철 5호선 여의나루역 2번 출구) 6. 모임시간- 2019.04.20.(토), 오전 7시(10분 전까지 도착) 7. 활동날짜 및 시간- 2019.04.20.(토), 오전 7시~오후 1시(총 6시간) 8. 신청방법- 담당자에게 아래 개인 신상 정보 이메일(rikorea-seoul@naver.com) 전달※ 이름/ 성별/ 연령/ 연락처/ 이메일 주소/ 장애유무/ VMS ID 전달  →개인 신상 정보 이메일 미전달시 최종 접수가 안된 상태이므로, 꼭 메일로 별도 전달 부탁드립니다. - 접수 후 확정된 봉사자는 개인 연락처로 회신 예정(1차 4/5, 최종 4/18) 9. 기타- 제공사항: 중식, 간식, 물- 지인 및 친구, 동아리 등 단체신청 가능문의) 서울특별시장애인재활협회, 봉사담당 정혜정 02-2637-4162 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
인식개선교육 장애체험활동 보조 봉사자 모집,부산,남구,공통,"부산광역시장애인재활협회에서는 특수교육대상학생 및 장애아동의 통합교육 활성화와 완전사회참여를 위해 장애인식개선교육을 실시합니다.이에 장애체험활동을 함께 도와주실 자원봉사자를 모집하오니 많은 관심과 참여 부탁드립니다.1. 장소: 석포초등학교    일시: 4.9(화) 10:30~14:40, 10(수) 10:30~12:20   내용: 장애체험활동 보조2. 장소: 동천초등학교   일시: 4.15(월) 9:30~11:20, 16(화) 9:30~11:20, 17(수) 9:30~11:20    내용: 장애체험활동 보조문의사항: 부산광역시장애인재활협회 재활지원센터 051-465-7064.7※원하는 날짜만 봉사활동 가능함. 봉사 신청 후 전화바랍니다.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울재활협회] 감동의 마라톤 자원봉사자 모집(4/20),서울,영등포구,공통,"1. 활동 내용  ※ 장애인 참가자가 많기 때문에 주의요망. - 대 회 명: 제3회 S-OIL과 함께하는 ‘감동의 마라톤’              (http://감동의마라톤.com)- 접수처: 현장 접수인원 확인 및 물품 전달- 출발 및 골인지: 출발 전/후 집결지 통제, 참가자 질서유지- 골인 급수대: 완주자들 물 제공- 간식 배부처: 완주자들 간식 제공- 물품보관소: 참가자 물품을 수령 및 전달, 보관하는 업무 수행- 탈의실: 질서유지, 비닐백 배포- 주로(코스)내 각 교차로 및 골목 차량 통행 안내 및 선수 주로 안내- 5km지점 이후부터 매 5km마다 급수 및 스펀지대 설치 및 선수음료제공- 마라톤 참가자(장애인, 비장애인) 기타 지원 활동 2. 모집기간- 2019.03.04.(월)~2018.04.14.(일) 3. 모집인원- 130명 4. 모집대상- 성별 무관. (단, 연령 17세~40세) 5. 모임장소- 여의도 이벤트광장(집결지)(지하철 5호선 여의나루역 2번 출구) 6. 모임시간- 2019.04.20.(토), 오전 7시(10분 전까지 도착) 7. 활동날짜 및 시간- 2019.04.20.(토), 오전 7시~오후 1시(총 6시간) 8. 신청방법- 담당자에게 아래 개인 신상 정보 이메일(rikorea-seoul@naver.com) 전달※ 이름/ 성별/ 연령/ 연락처/ 이메일 주소/ 장애유무/ VMS ID 전달  →개인 신상 정보 이메일 미전달시 최종 접수가 안된 상태이므로, 꼭 메일로 별도 전달 부탁드립니다. - 접수 후 확정된 봉사자는 개인 연락처로 회신 예정(1차 4/5, 최종 4/18) 9. 기타- 제공사항: 중식, 간식, 물- 지인 및 친구, 동아리 등 단체신청 가능문의) 서울특별시장애인재활협회, 봉사담당 정혜정 02-2637-4162 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울재활협회] 감동의 마라톤 자원봉사자 모집(4/20),서울,영등포구,공통,"1. 활동 내용  ※ 장애인 참가자가 많기 때문에 주의요망. - 대 회 명: 제3회 S-OIL과 함께하는 ‘감동의 마라톤’              (http://감동의마라톤.com)- 접수처: 현장 접수인원 확인 및 물품 전달- 출발 및 골인지: 출발 전/후 집결지 통제, 참가자 질서유지- 골인 급수대: 완주자들 물 제공- 간식 배부처: 완주자들 간식 제공- 물품보관소: 참가자 물품을 수령 및 전달, 보관하는 업무 수행- 탈의실: 질서유지, 비닐백 배포- 주로(코스)내 각 교차로 및 골목 차량 통행 안내 및 선수 주로 안내- 5km지점 이후부터 매 5km마다 급수 및 스펀지대 설치 및 선수음료제공- 마라톤 참가자(장애인, 비장애인) 기타 지원 활동 2. 모집기간- 2019.03.04.(월)~2018.04.14.(일) 3. 모집인원- 130명 4. 모집대상- 성별 무관. (단, 연령 17세~40세) 5. 모임장소- 여의도 이벤트광장(집결지)(지하철 5호선 여의나루역 2번 출구) 6. 모임시간- 2019.04.20.(토), 오전 7시(10분 전까지 도착) 7. 활동날짜 및 시간- 2019.04.20.(토), 오전 7시~오후 1시(총 6시간) 8. 신청방법- 담당자에게 아래 개인 신상 정보 이메일(rikorea-seoul@naver.com) 전달※ 이름/ 성별/ 연령/ 연락처/ 이메일 주소/ 장애유무/ VMS ID 전달  →개인 신상 정보 이메일 미전달시 최종 접수가 안된 상태이므로, 꼭 메일로 별도 전달 부탁드립니다. - 접수 후 확정된 봉사자는 개인 연락처로 회신 예정(1차 4/5, 최종 4/18) 9. 기타- 제공사항: 중식, 간식, 물- 지인 및 친구, 동아리 등 단체신청 가능문의) 서울특별시장애인재활협회, 봉사담당 정혜정 02-2637-4162 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울재활협회] 감동의 마라톤 자원봉사자 모집(4/20),서울,영등포구,공통,"1. 활동 내용  ※ 장애인 참가자가 많기 때문에 주의요망. - 대 회 명: 제3회 S-OIL과 함께하는 ‘감동의 마라톤’              (http://감동의마라톤.com)- 접수처: 현장 접수인원 확인 및 물품 전달- 출발 및 골인지: 출발 전/후 집결지 통제, 참가자 질서유지- 골인 급수대: 완주자들 물 제공- 간식 배부처: 완주자들 간식 제공- 물품보관소: 참가자 물품을 수령 및 전달, 보관하는 업무 수행- 탈의실: 질서유지, 비닐백 배포- 주로(코스)내 각 교차로 및 골목 차량 통행 안내 및 선수 주로 안내- 5km지점 이후부터 매 5km마다 급수 및 스펀지대 설치 및 선수음료제공- 마라톤 참가자(장애인, 비장애인) 기타 지원 활동 2. 모집기간- 2019.03.04.(월)~2018.04.14.(일) 3. 모집인원- 130명 4. 모집대상- 성별 무관. (단, 연령 17세~40세) 5. 모임장소- 여의도 이벤트광장(집결지)(지하철 5호선 여의나루역 2번 출구) 6. 모임시간- 2019.04.20.(토), 오전 7시(10분 전까지 도착) 7. 활동날짜 및 시간- 2019.04.20.(토), 오전 7시~오후 1시(총 6시간) 8. 신청방법- 담당자에게 아래 개인 신상 정보 이메일(rikorea-seoul@naver.com) 전달※ 이름/ 성별/ 연령/ 연락처/ 이메일 주소/ 장애유무/ VMS ID 전달  →개인 신상 정보 이메일 미전달시 최종 접수가 안된 상태이므로, 꼭 메일로 별도 전달 부탁드립니다. - 접수 후 확정된 봉사자는 개인 연락처로 회신 예정(1차 4/5, 최종 4/18) 9. 기타- 제공사항: 중식, 간식, 물- 지인 및 친구, 동아리 등 단체신청 가능문의) 서울특별시장애인재활협회, 봉사담당 정혜정 02-2637-4162 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울재활협회] 감동의 마라톤 자원봉사자 모집(4/20),서울,영등포구,공통,"1. 활동 내용  ※ 장애인 참가자가 많기 때문에 주의요망. - 대 회 명: 제3회 S-OIL과 함께하는 ‘감동의 마라톤’              (http://감동의마라톤.com)- 접수처: 현장 접수인원 확인 및 물품 전달- 출발 및 골인지: 출발 전/후 집결지 통제, 참가자 질서유지- 골인 급수대: 완주자들 물 제공- 간식 배부처: 완주자들 간식 제공- 물품보관소: 참가자 물품을 수령 및 전달, 보관하는 업무 수행- 탈의실: 질서유지, 비닐백 배포- 주로(코스)내 각 교차로 및 골목 차량 통행 안내 및 선수 주로 안내- 5km지점 이후부터 매 5km마다 급수 및 스펀지대 설치 및 선수음료제공- 마라톤 참가자(장애인, 비장애인) 기타 지원 활동 2. 모집기간- 2019.03.04.(월)~2018.04.14.(일) 3. 모집인원- 130명 4. 모집대상- 성별 무관. (단, 연령 17세~40세) 5. 모임장소- 여의도 이벤트광장(집결지)(지하철 5호선 여의나루역 2번 출구) 6. 모임시간- 2019.04.20.(토), 오전 7시(10분 전까지 도착) 7. 활동날짜 및 시간- 2019.04.20.(토), 오전 7시~오후 1시(총 6시간) 8. 신청방법- 담당자에게 아래 개인 신상 정보 이메일(rikorea-seoul@naver.com) 전달※ 이름/ 성별/ 연령/ 연락처/ 이메일 주소/ 장애유무/ VMS ID 전달  →개인 신상 정보 이메일 미전달시 최종 접수가 안된 상태이므로, 꼭 메일로 별도 전달 부탁드립니다. - 접수 후 확정된 봉사자는 개인 연락처로 회신 예정(1차 4/5, 최종 4/18) 9. 기타- 제공사항: 중식, 간식, 물- 지인 및 친구, 동아리 등 단체신청 가능문의) 서울특별시장애인재활협회, 봉사담당 정혜정 02-2637-4162 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[부산] 천사무료급식소 자원봉사자모집,부산,부산진구,공통,"천사무료급식소 부산지소 자원봉사자 모집합니다^^- 행사일시 : 매주 월/수/토 (봉사가능 하신 요일에 오시면됩니다.)- 집합장소 : 부산광역시 부산진구 초읍천로 113(초읍동 245-1)- 집합시간 : 오전9시 30분시까지 오시면됩니다^^ (봉사시간은 보통 9시 30분~13시 30분)- 봉사내용 : 독거어르신들 위한 무료급식봉사 (배식, 설거지, 선물나눠주기 등)- 봉사혜택 : 본 연맹은 자원봉사인증기관으로 자원봉사자 전원 실적반영 및 점심제공- 학생봉사자우대- 복장 단정 : 슬리퍼 X, 츄리닝 X- 전국천사무료급식소 사이트 바로가기 : http://www.1004n.co.kr* VMS 신청 후 문자부탁드립니다010-2929-0037 부산지소 담당자문자작성내용 : 성함/생년월일/성별/급식소명/봉사신청내용※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[여수] 천사무료급식소 자원봉사자모집,전남,여수시,공통,"천사무료급식소 여수지소 자원봉사자 모집합니다^^- 행사일시 : 매주 월/수/토 (봉사가능 하신 요일에 오시면됩니다.)- 집합장소 : 전라남도 여수시 화산로66 (화장동 775-7번지)- 집합시간 : 오전10시까지 오시면됩니다^^ (봉사시간은 보통 10시~14시)- 봉사내용 : 독거어르신들 위한 무료급식봉사 (배식, 설거지, 선물나눠주기 등)- 봉사혜택 : 본 연맹은 자원봉사인증기관으로 자원봉사자 전원 실적반영 및 점심제공- 학생봉사자우대- 전국천사무료급식소 사이트 바로가기 : http://www.1004n.co.kr* VMS 신청 후 문자부탁드립니다010-2496-0026 여수지소 담당자문자작성내용 : 성함/생년월일/성별/급식소명/봉사신청내용※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[부평] 천사무료급식소 자원봉사자모집,인천,부평구,공통,"천사무료급식소 부평지소 자원봉사자 모집합니다^^- 행사일시 : 매주 월/수/토 (봉사가능 하신 요일에 오시면됩니다.)- 집합장소 : 인천광역시 부평구 경원대로 1379 (부평동 549-45)- 집합시간 : 오전10시까지 오시면됩니다^^ (봉사시간은 보통 10시~14시)- 봉사내용 : 독거어르신들 위한 무료급식봉사 (배식, 설거지, 선물나눠주기 등)- 봉사혜택 : 본 연맹은 자원봉사인증기관으로 자원봉사자 전원 실적반영 및 점심제공- 학생봉사자우대- 전국천사무료급식소 사이트 바로가기 : http://www.1004n.co.kr* VMS 신청 후 문자부탁드립니다010-8489-0025, 부평지소 담당자문자작성내용 : 성함/생년월일/성별/급식소명/봉사신청내용※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[영등포] 천사무료급식소 자원봉사자모집,서울,영등포구,공통,"천사무료급식소 영등포지소 자원봉사자 모집합니다^^- 행사일시 : 매주 월/수/토 (봉사가능 하신 요일에 오시면됩니다.)- 집합장소 : 서울특별시 영등포구 영등포동3가 6번지- 집합시간 : 오전10시까지 오시면됩니다^^ (봉사시간은 보통 10시~14시)- 봉사내용 : 독거어르신들 위한 무료급식봉사 (배식, 설거지, 선물나눠주기 등)- 봉사혜택 : 본 연맹은 자원봉사인증기관으로 자원봉사자 전원 실적반영 및 점심제공- 학생봉사자우대- 전국천사무료급식소 사이트 바로가기 : http://www.1004n.co.kr* VMS 신청 후 문자부탁드립니다010-2230-0028 영등포지소 담당자문자작성내용 : 성함/생년월일/성별/급식소명/봉사신청내용※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
